fecha_desaparicion;fecha_denuncia;fecha_conocimiento;zona;distrito;circuito;subcircuito;codigo_provincia;provincia;codigo_canton;canton;dias_solucion;latitud_desaparicion;longitud_desaparicion;sexo;nacionalidad;edad;rango_edad;etnia;fecha_localizacion;latitud_localizacion;longitud_localizacion;provincia_localizacion;situacion_actual;motivo_desaparicion;motivacion_desaparicion_observada;estado_desaparecido
13/2/2025;13/2/2025;13/2/2025;ZONA 9;ELOY ALFARO - DMQ;MAGDALENA;MAGDALENA 3;17;PICHINCHA;1701;QUITO;86400;-0,245266;-78,52349;HOMBRE;ECUADOR;24;ADULTO;MESTIZO/A;14/2/2025;-0,236474;-78,557224;PICHINCHA;ENCONTRADO;CAUSAS SOCIALES;GRUPOS DELICTIVOS ORGANIZADOS/GDOS/PANDILLAS/MAFIAS/CARTELES;DESAPARICIÓN INVOLUNTARIA
13/2/2025;13/2/2025;13/2/2025;ZONA 9;ELOY ALFARO - DMQ;MAGDALENA;MAGDALENA 3;17;PICHINCHA;1701;QUITO;86400;-0,245266;-78,52349;HOMBRE;ECUADOR;24;ADULTO;MESTIZO/A;14/2/2025;-0,244273;-78,54126;PICHINCHA;ENCONTRADO;CAUSAS SOCIALES;GRUPOS DELICTIVOS ORGANIZADOS/GDOS/PANDILLAS/MAFIAS/CARTELES;DESAPARICIÓN INVOLUNTARIA
13/2/2025;14/2/2025;14/2/2025;ZONA 9;EUGENIO ESPEJO;UNIVERSITARIO;UNIVERSITARIO 2;17;PICHINCHA;1701;QUITO;86400;-0,19795;-78,504804;HOMBRE;ECUADOR;23;ADULTO;MESTIZO/A;14/2/2025;0,004568;-78,446774;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
13/2/2025;13/2/2025;13/2/2025;ZONA 9;CALDERÓN;BELLAVISTA DE CALDERÓN;BELLAVISTA DE CALDERÓN 1;17;PICHINCHA;1701;QUITO;1209600;-0,080535;-78,410525;MUJER;ECUADOR;18;ADULTO;MESTIZO/A;27/2/2025;-0,142449;-78,500189;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
13/2/2025;17/2/2025;19/2/2025;ZONA 9;LA DELICIA;LA ROLDÓS;LA ROLDÓS 3;17;PICHINCHA;1701;QUITO;2160000;-0,090355;-78,51923;MUJER;ECUADOR;34;ADULTO;MESTIZO/A;10/3/2025;-0,181704;-78,504377;PICHINCHA;FALLECIDO;FALLECIDO;SIN_DATO;DESAPARICIÓN INVOLUNTARIA
13/2/2025;14/2/2025;14/2/2025;ZONA 9;ELOY ALFARO - DMQ;CHILIBULO;CHILIBULO 3;17;PICHINCHA;1701;QUITO;1468800;-0,244906;-78,537402;HOMBRE;ECUADOR;17;ADOLESCENTES;MESTIZO/A;2/3/2025;-0,244729;-78,538006;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
13/2/2025;28/2/2025;28/2/2025;ZONA 9;ELOY ALFARO - DMQ;CHILIBULO;CHILIBULO 1;17;PICHINCHA;1701;QUITO;3024000;-0,25107;-78,54354;MUJER;ECUADOR;16;ADOLESCENTES;MESTIZO/A;20/3/2025;-0,259097;-78,557568;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
13/2/2025;18/3/2025;18/3/2025;ZONA 9;QUITUMBE;GUAMANÍ;GUAMANÍ 1;17;PICHINCHA;1701;QUITO;3715200;-0,314349;-78,551889;MUJER;ECUADOR;17;ADOLESCENTES;MESTIZO/A;28/3/2025;-0,292661;-78,546745;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
12/2/2025;13/2/2025;13/2/2025;ZONA 9;ELOY ALFARO - DMQ;MAGDALENA;MAGDALENA 1;17;PICHINCHA;1701;QUITO;1036800;-0,24182;-78,527751;MUJER;ECUADOR;30;ADULTO;MESTIZO/A;24/2/2025;-0,327528;-78,567524;PICHINCHA;ENCONTRADO;CAUSAS FAMILIARES;NO RELACIONADOS A VIOLENCIA;DESAPARICIÓN VOLUNTARIA
12/2/2025;12/2/2025;12/2/2025;ZONA 9;ELOY ALFARO - DMQ;MAGDALENA;MAGDALENA 3;17;PICHINCHA;1701;QUITO;518400;-0,244115;-78,52207;MUJER;ECUADOR;25;ADULTO;MESTIZO/A;18/2/2025;-0,142203;-78,500064;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
12/2/2025;13/2/2025;13/2/2025;ZONA 9;QUITUMBE;LAS CUADRAS;LAS CUADRAS 3;17;PICHINCHA;1701;QUITO;432000;-0,29304;-78,549759;MUJER;ECUADOR;17;ADOLESCENTES;MESTIZO/A;17/2/2025;-0,297416;-78,552733;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
12/2/2025;12/2/2025;18/2/2025;ZONA 9;LA DELICIA;EL MIRADOR;EL MIRADOR 3;17;PICHINCHA;1701;QUITO;864000;-0,122409;-78,465248;MUJER;ECUADOR;13;ADOLESCENTES;MESTIZO/A;22/2/2025;-0,122409;-78,465248;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
12/2/2025;24/2/2025;26/2/2025;ZONA 9;LA DELICIA;MENA DEL HIERRO;MENA DEL HIERRO 1;17;PICHINCHA;1701;QUITO;6220800;-0,108104;-78,505737;MUJER;ECUADOR;27;ADULTO;MESTIZO/A;25/4/2025;-0,323786;-78,465888;PICHINCHA;ENCONTRADO;CAUSAS FAMILIARES;NO RELACIONADOS A VIOLENCIA;DESAPARICIÓN VOLUNTARIA
11/2/2025;12/2/2025;13/2/2025;ZONA 9;LA DELICIA;SAN ANTONIO BAJO;SAN ANTONIO BAJO 1;17;PICHINCHA;1701;QUITO;432000;-0,006233;-78,441563;MUJER;ECUADOR;16;ADOLESCENTES;AFRO;16/2/2025;-0,142144;-78,500572;PICHINCHA;ENCONTRADO;CAUSAS FAMILIARES;NO RELACIONADOS A VIOLENCIA;DESAPARICIÓN VOLUNTARIA
11/2/2025;11/2/2025;25/7/2025;ZONA 9;ELOY ALFARO - DMQ;ARGELIA;ARGELIA 3;17;PICHINCHA;1701;QUITO;22982400;-0,288811;-78,538642;MUJER;ECUADOR;18;ADULTO;MESTIZO/A;4/11/2025;-2,774845;-78,848453;CAÑAR;ENCONTRADO;CAUSAS FAMILIARES;NO RELACIONADOS A VIOLENCIA;DESAPARICIÓN VOLUNTARIA
10/2/2025;13/2/2025;14/2/2025;ZONA 9;ELOY ALFARO - DMQ;MENA;MENA 2;17;PICHINCHA;1701;QUITO;691200;-0,253218;-78,551882;HOMBRE;ECUADOR;31;ADULTO;MESTIZO/A;18/2/2025;-0,08753;-78,468922;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
10/2/2025;11/2/2025;11/2/2025;ZONA 9;CALDERÓN;BELLAVISTA DE CALDERÓN;BELLAVISTA DE CALDERÓN 1;17;PICHINCHA;1701;QUITO;6825600;-0,08224;-78,415604;MUJER;ECUADOR;14;ADOLESCENTES;SIN_DATO;30/4/2025;-2,889949;-78,999986;AZUAY;ENCONTRADO;CAUSAS FAMILIARES;NO RELACIONADOS A VIOLENCIA;DESAPARICIÓN VOLUNTARIA
10/2/2025;6/3/2025;8/3/2025;ZONA 9;LOS CHILLOS;CONOCOTO SUR;CONOCOTO SUR 2;17;PICHINCHA;1701;QUITO;3024000;-0,306949;-78,5019;MUJER;ECUADOR;3;NIÑOS(AS);MESTIZO/A;17/3/2025;-1,093885;-76,93307;ORELLANA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
10/2/2025;6/3/2025;8/3/2025;ZONA 9;LOS CHILLOS;CONOCOTO SUR;CONOCOTO SUR 2;17;PICHINCHA;1701;QUITO;3024000;-0,306949;-78,5019;MUJER;ECUADOR;29;ADULTO;MESTIZO/A;17/3/2025;-1,093885;-76,93307;ORELLANA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
10/2/2025;6/3/2025;8/3/2025;ZONA 9;LOS CHILLOS;CONOCOTO SUR;CONOCOTO SUR 2;17;PICHINCHA;1701;QUITO;3024000;-0,306949;-78,5019;HOMBRE;ECUADOR;12;ADOLESCENTES;MESTIZO/A;17/3/2025;-1,093885;-76,93307;ORELLANA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
9/2/2025;12/2/2025;12/2/2025;ZONA 9;TUMBACO;TUMBACO;TUMBACO 2;17;PICHINCHA;1701;QUITO;950400;-0,210691;-78,395599;MUJER;ECUADOR;15;ADOLESCENTES;MESTIZO/A;20/2/2025;-0,215831;-78,409847;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
9/2/2025;1/4/2025;4/4/2025;ZONA 9;EUGENIO ESPEJO;IÑAQUITO;IÑAQUITO 5;17;PICHINCHA;1701;QUITO;5270400;-0,199526;-78,479667;HOMBRE;ECUADOR;82;ADULTO MAYOR;MESTIZO/A;11/4/2025;-0,053573;-78,455757;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
8/2/2025;8/2/2025;9/2/2025;ZONA 9;CALDERÓN;CARAPUNGO;CARAPUNGO 3;17;PICHINCHA;1701;QUITO;86400;-0,098068;-78,453847;MUJER;ECUADOR;20;ADULTO;MESTIZO/A;9/2/2025;-0,142449;-78,500189;PICHINCHA;ENCONTRADO;CAUSAS FAMILIARES;NO RELACIONADOS A VIOLENCIA;DESAPARICIÓN VOLUNTARIA
8/2/2025;8/2/2025;9/2/2025;ZONA 9;CALDERÓN;CARAPUNGO;CARAPUNGO 3;17;PICHINCHA;1701;QUITO;86400;-0,098068;-78,453847;HOMBRE;ECUADOR;12;ADOLESCENTES;MESTIZO/A;9/2/2025;-0,142449;-78,500189;PICHINCHA;ENCONTRADO;CAUSAS FAMILIARES;NO RELACIONADOS A VIOLENCIA;DESAPARICIÓN VOLUNTARIA
8/2/2025;8/2/2025;9/2/2025;ZONA 9;CALDERÓN;CARAPUNGO;CARAPUNGO 3;17;PICHINCHA;1701;QUITO;86400;-0,098068;-78,453847;HOMBRE;ECUADOR;15;ADOLESCENTES;MESTIZO/A;9/2/2025;-0,142449;-78,500189;PICHINCHA;ENCONTRADO;CAUSAS FAMILIARES;NO RELACIONADOS A VIOLENCIA;DESAPARICIÓN VOLUNTARIA
8/2/2025;9/2/2025;9/2/2025;ZONA 9;QUITUMBE;GUAMANÍ;GUAMANÍ 2;17;PICHINCHA;1701;QUITO;345600;-0,329661;-78,567162;MUJER;ECUADOR;19;ADULTO;MESTIZO/A;12/2/2025;0,030977;-78,246945;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;RELACIÓN AFECTIVA;DESAPARICIÓN VOLUNTARIA
8/2/2025;20/2/2025;22/2/2025;ZONA 9;LA DELICIA;EL MIRADOR;EL MIRADOR 3;17;PICHINCHA;1701;QUITO;5529600;-0,122409;-78,465248;MUJER;ECUADOR;16;ADOLESCENTES;MESTIZO/A;13/4/2025;-1,115197;-79,43649;LOS RIOS;ENCONTRADO;CAUSAS FAMILIARES;NO RELACIONADOS A VIOLENCIA;DESAPARICIÓN VOLUNTARIA
7/2/2025;10/2/2025;14/2/2025;ZONA 9;ELOY ALFARO - DMQ;EL CALZADO;EL CALZADO 2;17;PICHINCHA;1701;QUITO;4492800;-0,259072;-78,529171;MUJER;ECUADOR;16;ADOLESCENTES;MESTIZO/A;31/3/2025;-0,142449;-78,500189;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
7/2/2025;8/2/2025;8/2/2025;ZONA 9;ELOY ALFARO - DMQ;MENA;MENA 1;17;PICHINCHA;1701;QUITO;172800;-0,259229;-78,547064;MUJER;ECUADOR;14;ADOLESCENTES;MESTIZO/A;9/2/2025;-0,142296;-78,500082;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
7/2/2025;8/2/2025;8/2/2025;ZONA 9;TUMBACO;PIFO;PIFO 2;17;PICHINCHA;1701;QUITO;172800;-0,233841;-78,335982;MUJER;ECUADOR;52;ADULTO;MESTIZO/A;9/2/2025;0,182347;-77,240515;SUCUMBIOS;ENCONTRADO;CAUSAS SOCIALES;GRUPOS DELICTIVOS ORGANIZADOS/GDOS/PANDILLAS/MAFIAS/CARTELES;DESAPARICIÓN INVOLUNTARIA
7/2/2025;8/2/2025;8/2/2025;ZONA 9;LA DELICIA;LA ROLDÓS;LA ROLDÓS 2;17;PICHINCHA;1701;QUITO;518400;-0,083514;-78,508278;MUJER;ECUADOR;15;ADOLESCENTES;MESTIZO/A;13/2/2025;-0,083412;-78,508437;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
7/2/2025;8/2/2025;3/2/2025;ZONA 9;QUITUMBE;GUAMANÍ;GUAMANÍ 2;17;PICHINCHA;1701;QUITO;172800;-0,327528;-78,567524;MUJER;ECUADOR;15;ADOLESCENTES;AFRO;9/2/2025;-0,142421;-78,500271;PICHINCHA;ENCONTRADO;CAUSAS FAMILIARES;NO RELACIONADOS A VIOLENCIA;DESAPARICIÓN VOLUNTARIA
6/2/2025;7/2/2025;6/2/2025;ZONA 9;ELOY ALFARO - DMQ;FERROVIARIA;FERROVIARIA 3;17;PICHINCHA;1701;QUITO;259200;-0,253881;-78,512839;MUJER;ECUADOR;15;ADOLESCENTES;MESTIZO/A;9/2/2025;-2,189134;-79,889903;GUAYAS;ENCONTRADO;CAUSAS FAMILIARES;NO RELACIONADOS A VIOLENCIA;DESAPARICIÓN VOLUNTARIA
6/2/2025;7/2/2025;7/2/2025;ZONA 9;CALDERÓN;CARAPUNGO;CARAPUNGO 3;17;PICHINCHA;1701;QUITO;1036800;-0,093985;-78,451052;MUJER;ECUADOR;39;ADULTO;MESTIZO/A;18/2/2025;-1,327891;-78,541416;TUNGURAHUA;ENCONTRADO;CAUSAS FAMILIARES;NO RELACIONADOS A VIOLENCIA;DESAPARICIÓN VOLUNTARIA
6/2/2025;11/2/2025;16/2/2025;ZONA 9;TUMBACO;TABABELA;TABABELA 1;17;PICHINCHA;1701;QUITO;950400;-0,190344;-78,338563;MUJER;ECUADOR;32;ADULTO;MESTIZO/A;17/2/2025;-0,206858;-78,497696;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
5/2/2025;13/2/2025;13/2/2025;ZONA 9;LA DELICIA;PONCIANO;PONCIANO 1;17;PICHINCHA;1701;QUITO;864000;-0,117393;-78,483683;HOMBRE;ECUADOR;68;ADULTO MAYOR;MESTIZO/A;15/2/2025;-0,127257;-78,49765;PICHINCHA;ENCONTRADO;EXTRAVIADO - DISCAPACIDAD / ENFERMEDADES / TRASTORNOS;DISCAPACIDAD INTELECTUAL;EXTRAVÍO
5/2/2025;5/2/2025;5/2/2025;ZONA 9;QUITUMBE;LAS CUADRAS;LAS CUADRAS 1;17;PICHINCHA;1701;QUITO;1036800;-0,309161;-78,548339;MUJER;ECUADOR;14;ADOLESCENTES;MESTIZO/A;17/2/2025;-0,309161;-78,548339;PICHINCHA;ENCONTRADO;CAUSAS FAMILIARES;NO RELACIONADOS A VIOLENCIA;DESAPARICIÓN VOLUNTARIA
5/2/2025;9/2/2025;9/2/2025;ZONA 9;LA DELICIA;CARCELÉN;CARCELÉN 4;17;PICHINCHA;1701;QUITO;432000;-0,084234;-78,46608;HOMBRE;ECUADOR;15;ADOLESCENTES;MESTIZO/A;10/2/2025;-0,142433;-78,50007;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
4/2/2025;4/2/2025;4/2/2025;ZONA 9;ELOY ALFARO - DMQ;FERROVIARIA;FERROVIARIA 1;17;PICHINCHA;1701;QUITO;86400;-0,26021;-78,516389;MUJER;ECUADOR;14;ADOLESCENTES;MESTIZO/A;5/2/2025;-0,253841;-79,176331;SANTO DOMINGO DE LOS TSACHILAS;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
4/2/2025;5/2/2025;5/2/2025;ZONA 9;LA DELICIA;LA ROLDÓS;LA ROLDÓS 4;17;PICHINCHA;1701;QUITO;172800;-0,107842;-78,543581;MUJER;ECUADOR;15;ADOLESCENTES;MESTIZO/A;6/2/2025;-0,083412;-78,508437;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
4/2/2025;22/7/2025;22/7/2025;ZONA 9;ELOY ALFARO - DMQ;SOLANDA;SOLANDA 4;17;PICHINCHA;1701;QUITO;15638400;-0,269486;-78,545787;HOMBRE;ECUADOR;67;ADULTO MAYOR;MESTIZO/A;4/8/2025;-0,244396;-78,543675;PICHINCHA;FALLECIDO;FALLECIDO;SIN_DATO;DESAPARICIÓN INVOLUNTARIA
4/2/2025;4/2/2025;4/2/2025;ZONA 9;MANUELA SÁENZ;LA LIBERTAD;LA LIBERTAD 2;17;PICHINCHA;1701;QUITO;432000;-0,223524;-78,532376;MUJER;ECUADOR;11;NIÑOS(AS);MESTIZO/A;9/2/2025;-0,223144;-78,53265;PICHINCHA;ENCONTRADO;CAUSAS ACADÉMICAS;ACADÉMICO/ESCOLAR (RENDIMIENTO);DESAPARICIÓN VOLUNTARIA
3/2/2025;4/2/2025;4/2/2025;ZONA 9;LOS CHILLOS;CONOCOTO NORTE;CONOCOTO NORTE 3;17;PICHINCHA;1701;QUITO;518400;-0,263874;-78,497819;HOMBRE;ECUADOR;14;ADOLESCENTES;MESTIZO/A;9/2/2025;0,086738;-77,169866;SUCUMBIOS;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
3/2/2025;6/2/2025;6/2/2025;ZONA 9;LA DELICIA;COLINAS DEL NORTE;COLINAS DEL NORTE 2;17;PICHINCHA;1701;QUITO;864000;-0,105415;-78,529146;HOMBRE;ECUADOR;30;ADULTO;MESTIZO/A;13/2/2025;0,347147;-78,132365;IMBABURA;ENCONTRADO;CAUSAS SOCIALES;DROGADICCIÓN;DESAPARICIÓN VOLUNTARIA
3/2/2025;6/2/2025;7/2/2025;ZONA 9;LA DELICIA;EL MIRADOR;EL MIRADOR 3;17;PICHINCHA;1701;QUITO;777600;-0,122409;-78,465248;HOMBRE;ECUADOR;15;ADOLESCENTES;MESTIZO/A;12/2/2025;-0,122409;-78,465248;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
3/2/2025;12/2/2025;12/2/2025;ZONA 9;MANUELA SÁENZ;CENTRO HISTÓRICO;CENTRO HISTÓRICO 5;17;PICHINCHA;1701;QUITO;1382400;-0,225644;-78,505331;MUJER;ECUADOR;24;ADULTO;MESTIZO/A;19/2/2025;-0,14184;-78,500476;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;RELACIÓN AFECTIVA;DESAPARICIÓN VOLUNTARIA
3/2/2025;7/3/2025;7/3/2025;ZONA 9;QUITUMBE;CHILLOGALLO;CHILLOGALLO 3;17;PICHINCHA;1701;QUITO;3024000;-0,285621;-78,565043;HOMBRE;ECUADOR;41;ADULTO;OTROS;10/3/2025;-0,296488;-78,557;PICHINCHA;ENCONTRADO;CAUSAS SOCIALES;ALCOHOLISMO;DESAPARICIÓN VOLUNTARIA
2/2/2025;17/2/2025;17/2/2025;ZONA 9;MANUELA SÁENZ;LA LIBERTAD;LA LIBERTAD 1;17;PICHINCHA;1701;QUITO;2937600;-0,225727;-78,527751;HOMBRE;ECUADOR;60;ADULTO;MESTIZO/A;8/3/2025;-0,282965;-78,554015;PICHINCHA;ENCONTRADO;CAUSAS SOCIALES;ALCOHOLISMO;DESAPARICIÓN VOLUNTARIA
1/2/2025;4/2/2025;4/2/2025;ZONA 9;QUITUMBE;LAS CUADRAS;LAS CUADRAS 2;17;PICHINCHA;1701;QUITO;691200;-0,285755;-78,543321;HOMBRE;ECUADOR;36;ADULTO;MESTIZO/A;9/2/2025;-0,29304;-78,549759;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
1/2/2025;1/2/2025;1/2/2025;ZONA 9;QUITUMBE;LAS CUADRAS;LAS CUADRAS 2;17;PICHINCHA;1701;QUITO;172800;-0,285755;-78,543321;MUJER;ECUADOR;16;ADOLESCENTES;MESTIZO/A;3/2/2025;-0,142449;-78,500189;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
1/2/2025;4/8/2025;12/8/2025;ZONA 9;LOS CHILLOS;ALANGASÍ;ALANGASÍ 1;17;PICHINCHA;1701;QUITO;16588800;-0,308093;-78,413532;HOMBRE;ECUADOR;58;ADULTO;MESTIZO/A;12/8/2025;-0,140418;-78,500347;PICHINCHA;FALLECIDO;FALLECIDO;SIN_DATO;DESAPARICIÓN INVOLUNTARIA
1/2/2025;5/2/2025;9/2/2025;ZONA 9;TUMBACO;TUMBACO;TUMBACO 2;17;PICHINCHA;1701;QUITO;2505600;-0,210691;-78,395599;HOMBRE;ECUADOR;16;ADOLESCENTES;MESTIZO/A;2/3/2025;-0,193982;-78,396442;PICHINCHA;ENCONTRADO;CAUSAS SOCIALES;DROGADICCIÓN;DESAPARICIÓN VOLUNTARIA
31/1/2025;31/1/2025;31/1/2025;ZONA 9;TUMBACO;CHECA;CHECA 1;17;PICHINCHA;1701;QUITO;345600;-0,126239;-78,319452;MUJER;ECUADOR;12;ADOLESCENTES;MESTIZO/A;4/2/2025;-0,142406;-78,500071;PICHINCHA;ENCONTRADO;CAUSAS ACADÉMICAS;ACADÉMICO/ESCOLAR (RENDIMIENTO);DESAPARICIÓN VOLUNTARIA
31/1/2025;1/2/2025;1/2/2025;ZONA 9;ELOY ALFARO - DMQ;MAGDALENA;MAGDALENA 3;17;PICHINCHA;1701;QUITO;172800;-0,245266;-78,52349;HOMBRE;ECUADOR;32;ADULTO;MESTIZO/A;2/2/2025;-0,244472;-78,518963;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
31/1/2025;2/2/2025;2/2/2025;ZONA 9;LA DELICIA;PONCIANO;PONCIANO 3;17;PICHINCHA;1701;QUITO;259200;-0,101039;-78,469765;HOMBRE;ECUADOR;32;ADULTO;MESTIZO/A;3/2/2025;-0,573703;-79,370491;LOS RIOS;FALLECIDO;FALLECIDO;SIN_DATO;DESAPARICIÓN INVOLUNTARIA
31/1/2025;1/2/2025;1/2/2025;ZONA 9;QUITUMBE;LAS CUADRAS;LAS CUADRAS 2;17;PICHINCHA;1701;QUITO;259200;-0,285755;-78,543321;MUJER;ECUADOR;15;ADOLESCENTES;MESTIZO/A;3/2/2025;-0,142449;-78,500189;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
31/1/2025;3/2/2025;3/2/2025;ZONA 9;TUMBACO;TUMBACO;TUMBACO 1;17;PICHINCHA;1701;QUITO;9072000;-0,212255;-78,404495;HOMBRE;ECUADOR;16;ADOLESCENTES;MESTIZO/A;16/5/2025;-0,212255;-78,404495;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
31/1/2025;5/2/2025;5/2/2025;ZONA 9;MANUELA SÁENZ;EL PLACER;EL PLACER 3;17;PICHINCHA;1701;QUITO;2160000;-0,21136;-78,52136;MUJER;ECUADOR;14;ADOLESCENTES;MESTIZO/A;25/2/2025;-0,20868;-78,519019;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
30/1/2025;30/1/2025;30/1/2025;ZONA 9;LA DELICIA;COLINAS DEL NORTE;COLINAS DEL NORTE 2;17;PICHINCHA;1701;QUITO;0;-0,105415;-78,529146;HOMBRE;ECUADOR;10;NIÑOS(AS);MESTIZO/A;30/1/2025;-0,123533;-78,504846;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
30/1/2025;5/2/2025;6/2/2025;ZONA 9;EUGENIO ESPEJO;IÑAQUITO;IÑAQUITO 2;17;PICHINCHA;1701;QUITO;950400;-0,170206;-78,47986;HOMBRE;KAZAJSTAN;47;ADULTO;MESTIZO/A;10/2/2025;61,52401;105,318756;PICHINCHA;ENCONTRADO;CAUSAS FAMILIARES;NO RELACIONADOS A VIOLENCIA;DESAPARICIÓN VOLUNTARIA
29/1/2025;29/1/2025;29/1/2025;ZONA 9;MANUELA SÁENZ;SAN JUAN;SAN JUAN 1;17;PICHINCHA;1701;QUITO;950400;-0,206637;-78,505175;MUJER;ECUADOR;49;ADULTO;MESTIZO/A;9/2/2025;0,347147;-78,132365;IMBABURA;ENCONTRADO;EXTRAVIADO - DISCAPACIDAD / ENFERMEDADES / TRASTORNOS;DISCAPACIDAD PSICOSOCIAL;EXTRAVÍO
29/1/2025;29/1/2025;29/1/2025;ZONA 9;QUITUMBE;GUAMANÍ;GUAMANÍ 4;17;PICHINCHA;1701;QUITO;259200;-0,339177;-78,550215;MUJER;ECUADOR;16;ADOLESCENTES;MESTIZO/A;1/2/2025;-0,142449;-78,500189;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
29/1/2025;5/2/2025;5/2/2025;ZONA 9;MANUELA SÁENZ;SAN JUAN;SAN JUAN 4;17;PICHINCHA;1701;QUITO;4752000;-0,216166;-78,51663;MUJER;ECUADOR;15;ADOLESCENTES;MESTIZO/A;25/3/2025;-0,221026;-78,514966;PICHINCHA;ENCONTRADO;CAUSAS FAMILIARES;NO RELACIONADOS A VIOLENCIA;DESAPARICIÓN VOLUNTARIA
29/1/2025;30/1/2025;30/1/2025;ZONA 9;EUGENIO ESPEJO;IÑAQUITO;IÑAQUITO 2;17;PICHINCHA;1701;QUITO;86400;-0,170842;-78,47999;HOMBRE;ECUADOR;21;ADULTO;MESTIZO/A;30/1/2025;-0,223252;-78,514106;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
29/1/2025;30/1/2025;30/1/2025;ZONA 9;ELOY ALFARO - DMQ;CHILIBULO;CHILIBULO 6;17;PICHINCHA;1701;QUITO;86400;-0,233196;-78,532302;MUJER;ECUADOR;13;ADOLESCENTES;MESTIZO/A;30/1/2025;-0,25233;-78,542709;PICHINCHA;ENCONTRADO;CAUSAS PERSONALES;CIRCUNSTANCIAL;DESAPARICIÓN VOLUNTARIA
